market,candle_date_time_utc,candle_date_time_kst,opening_price,high_price,low_price,trade_price,timestamp,candle_acc_trade_price,candle_acc_trade_volume,prev_closing_price,change_price,change_rate
KRW-BTC,2019-12-24,2019-12-24T09:00:00,8520000.0,8630000.0,8354000.0,8470000.0,1577231983353,30918612123.69409,3635.40093186,8520000.0,-50000.0,-0.0058685446
KRW-BTC,2019-12-25,2019-12-25T09:00:00,8460000.0,8471000.0,8317000.0,8370000.0,1577318393434,15603911383.43883,1857.22709208,8470000.0,-100000.0,-0.0118063754
KRW-BTC,2019-12-26,2019-12-26T09:00:00,8370000.0,8595000.0,8317000.0,8371000.0,1577404779810,23015609826.01268,2740.2112794,8370000.0,1000.0,0.0001194743
KRW-BTC,2019-12-27,2019-12-27T09:00:00,8367000.0,8424000.0,8195000.0,8385000.0,1577491199428,20006753451.82146,2402.06470551,8371000.0,14000.0,0.0016724406
KRW-BTC,2019-12-28,2019-12-28T09:00:00,8385000.0,8479000.0,8376000.0,8432000.0,1577577593132,14554673138.96279,1725.5127045,8385000.0,47000.0,0.0056052475
KRW-BTC,2019-12-29,2019-12-29T09:00:00,8428000.0,8639000.0,8388000.0,8486000.0,1577663995877,21095568479.77485,2486.01610538,8432000.0,54000.0,0.0064041746
KRW-BTC,2019-12-30,2019-12-30T09:00:00,8486000.0,8496000.0,8331000.0,8341000.0,1577750373055,19849732355.62998,2355.80361501,8486000.0,-145000.0,-0.0170869668
KRW-BTC,2019-12-31,2019-12-31T09:00:00,8343000.0,8439000.0,8260000.0,8312000.0,1577836799562,15395058519.21328,1846.5409191,8341000.0,-29000.0,-0.0034768013
KRW-BTC,2020-01-01,2020-01-01T09:00:00,8308000.0,8387000.0,8287000.0,8300000.0,1577923175832,8582255396.02558,1030.45814676,8312000.0,-12000.0,-0.0014436959
KRW-BTC,2020-01-02,2020-01-02T09:00:00,8300000.0,8310000.0,8026000.0,8037000.0,1578009598509,16790797168.07339,2054.03956598,8300000.0,-263000.0,-0.031686747
KRW-BTC,2020-01-03,2020-01-03T09:00:00,8038000.0,8525000.0,7910000.0,8474000.0,1578095999682,49021606425.72705,5887.00880804,8037000.0,437000.0,0.0543735225
KRW-BTC,2020-01-04,2020-01-04T09:00:00,8476000.0,8520000.0,8382000.0,8482000.0,1578182396210,16789801499.44245,1987.26688134,8474000.0,8000.0,0.0009440642
KRW-BTC,2020-01-05,2020-01-05T09:00:00,8483000.0,8645000.0,8436000.0,8454000.0,1578268788318,24039161184.35222,2807.832172,8482000.0,-28000.0,-0.0033011082
KRW-BTC,2020-01-06,2020-01-06T09:00:00,8451000.0,8890000.0,8446000.0,8866000.0,1578355200008,46379071124.21256,5340.14041587,8454000.0,412000.0,0.0487343269
KRW-BTC,2020-01-07,2020-01-07T09:00:00,8866000.0,9444000.0,8865000.0,9398000.0,1578441599226,80878156552.8778,8896.19194694,8866000.0,532000.0,0.0600045116
KRW-BTC,2020-01-08,2020-01-08T09:00:00,9386000.0,9736000.0,9030000.0,9085000.0,1578527998203,123019277437.88495,13024.51495279,9398000.0,-313000.0,-0.0333049585
KRW-BTC,2020-01-09,2020-01-09T09:00:00,9084000.0,9142000.0,8900000.0,8941000.0,1578614395853,46561753849.07573,5174.23891081,9085000.0,-144000.0,-0.0158503027
KRW-BTC,2020-01-10,2020-01-10T09:00:00,8940000.0,9250000.0,8750000.0,9233000.0,1578700788539,62925329692.41817,6980.82897357,8941000.0,292000.0,0.0326585393
KRW-BTC,2020-01-11,2020-01-11T09:00:00,9218000.0,9350000.0,9047000.0,9060000.0,1578787173495,38861047625.40993,4233.99262116,9233000.0,-173000.0,-0.0187371385
KRW-BTC,2020-01-12,2020-01-12T09:00:00,9066000.0,9250000.0,9014000.0,9213000.0,1578873598427,22101988619.26872,2412.74898932,9060000.0,153000.0,0.0168874172
KRW-BTC,2020-01-13,2020-01-13T09:00:00,9218000.0,9227000.0,9101000.0,9172000.0,1578959990979,18249005011.62269,1991.09310408,9213000.0,-41000.0,-0.0044502334
KRW-BTC,2020-01-14,2020-01-14T09:00:00,9179000.0,9859000.0,9162000.0,9716000.0,1579046400104,110231380420.97162,11554.39037004,9172000.0,544000.0,0.0593109464
KRW-BTC,2020-01-15,2020-01-15T09:00:00,9716000.0,9917000.0,9498000.0,9735000.0,1579132796469,79085766458.35992,8125.75207139,9716000.0,19000.0,0.0019555373
KRW-BTC,2020-01-16,2020-01-16T09:00:00,9735000.0,9855000.0,9561000.0,9785000.0,1579219192851,39665434450.60096,4081.48265366,9735000.0,50000.0,0.0051361068
KRW-BTC,2020-01-17,2020-01-17T09:00:00,9789000.0,10216000.0,9719000.0,9992000.0,1579305598505,83412175524.28444,8319.12836052,9785000.0,207000.0,0.0211548288
KRW-BTC,2020-01-18,2020-01-18T09:00:00,9997000.0,10167000.0,9900000.0,10085000.0,1579391996796,38838416041.82468,3865.42130063,9992000.0,93000.0,0.009307446
KRW-BTC,2020-01-19,2020-01-19T09:00:00,10085000.0,10484000.0,9734000.0,9887000.0,1579478399456,86262593734.9222,8567.01218693,10085000.0,-198000.0,-0.0196331185
KRW-BTC,2020-01-20,2020-01-20T09:00:00,9886000.0,9951000.0,9775000.0,9851000.0,1579564797912,32790031642.56386,3320.61609519,9887000.0,-36000.0,-0.0036411449
KRW-BTC,2020-01-21,2020-01-21T09:00:00,9856000.0,10014000.0,9800000.0,9958000.0,1579651199456,28124677203.53503,2842.75512757,9851000.0,107000.0,0.0108618414
KRW-BTC,2020-01-22,2020-01-22T09:00:00,9960000.0,10091000.0,9845000.0,9922000.0,1579737598625,29600935084.98802,2972.58459218,9958000.0,-36000.0,-0.0036151838
KRW-BTC,2020-01-23,2020-01-23T09:00:00,9922000.0,9930000.0,9623000.0,9750000.0,1579823998142,35440547073.00841,3630.5273721,9922000.0,-172000.0,-0.0173352147
KRW-BTC,2020-01-24,2020-01-24T09:00:00,9750000.0,9885000.0,9631000.0,9813000.0,1579910394112,28685136535.53574,2941.43472294,9750000.0,63000.0,0.0064615385
KRW-BTC,2020-01-25,2020-01-25T09:00:00,9816000.0,9816000.0,9669000.0,9745000.0,1579996800118,14030173932.57782,1443.81660204,9813000.0,-68000.0,-0.0069295832
KRW-BTC,2020-01-26,2020-01-26T09:00:00,9745000.0,9986000.0,9700000.0,9966000.0,1580083197782,21899391391.92468,2221.71968044,9745000.0,221000.0,0.0226782966
KRW-BTC,2020-01-27,2020-01-27T09:00:00,9966000.0,10277000.0,9948000.0,10132000.0,1580169597744,48415199217.52405,4801.26130294,9966000.0,166000.0,0.0166566326
KRW-BTC,2020-01-28,2020-01-28T09:00:00,10128000.0,10601000.0,10127000.0,10570000.0,1580256000058,68462839033.31838,6620.77416871,10132000.0,438000.0,0.0432293723
KRW-BTC,2020-01-29,2020-01-29T09:00:00,10570000.0,10780000.0,10500000.0,10670000.0,1580342395920,56351664844.84832,5305.29886421,10570000.0,100000.0,0.0094607379
KRW-BTC,2020-01-30,2020-01-30T09:00:00,10670000.0,10882000.0,10520000.0,10779000.0,1580428799969,53656097225.64684,5029.07029051,10670000.0,109000.0,0.0102155576
KRW-BTC,2020-01-31,2020-01-31T09:00:00,10778000.0,10841000.0,10642000.0,10781000.0,1580515200123,38857928207.28571,3618.06000067,10779000.0,2000.0,0.000185546
KRW-BTC,2020-02-01,2020-02-01T09:00:00,10781000.0,10918000.0,10770000.0,10820000.0,1580601590032,31294876435.39403,2886.0973791,10781000.0,39000.0,0.0036174752
KRW-BTC,2020-02-02,2020-02-02T09:00:00,10820000.0,10887000.0,10680000.0,10765000.0,1580687988525,35841614441.05652,3318.26175912,10820000.0,-55000.0,-0.0050831793
KRW-BTC,2020-02-03,2020-02-03T09:00:00,10765000.0,10975000.0,10715000.0,10750000.0,1580774394261,39872569783.4332,3683.40186368,10765000.0,-15000.0,-0.0013934046
KRW-BTC,2020-02-04,2020-02-04T09:00:00,10750000.0,10790000.0,10504000.0,10635000.0,1580860791346,45509665494.21313,4273.50735062,10750000.0,-115000.0,-0.0106976744
KRW-BTC,2020-02-05,2020-02-05T09:00:00,10636000.0,11116000.0,10589000.0,11054000.0,1580947199426,61300553914.19267,5644.68431028,10635000.0,419000.0,0.0393982134
KRW-BTC,2020-02-06,2020-02-06T09:00:00,11068000.0,11410000.0,10905000.0,11264000.0,1581033597457,64300123937.46006,5742.27238319,11054000.0,210000.0,0.0189976479
KRW-BTC,2020-02-07,2020-02-07T09:00:00,11269000.0,11610000.0,11256000.0,11490000.0,1581119999892,47385485847.47539,4139.85704717,11264000.0,226000.0,0.0200639205
KRW-BTC,2020-02-08,2020-02-08T09:00:00,11490000.0,11600000.0,11257000.0,11568000.0,1581206398347,49928407922.05405,4372.50942089,11490000.0,78000.0,0.0067885117
KRW-BTC,2020-02-09,2020-02-09T09:00:00,11568000.0,11863000.0,11567000.0,11821000.0,1581292799941,57924089180.77049,4936.95291749,11568000.0,253000.0,0.0218706777
KRW-BTC,2020-02-10,2020-02-10T09:00:00,11821000.0,11864000.0,11392000.0,11520000.0,1581379199299,60459892531.15172,5213.48423455,11821000.0,-301000.0,-0.0254631588
KRW-BTC,2020-02-11,2020-02-11T09:00:00,11520000.0,11950000.0,11269000.0,11819000.0,1581465600081,69984450456.1307,6034.79122331,11520000.0,299000.0,0.0259548611
KRW-BTC,2020-02-12,2020-02-12T09:00:00,11820000.0,11956000.0,11761000.0,11793000.0,1581551999835,78341582233.6628,6619.13819041,11819000.0,-26000.0,-0.0021998477
KRW-BTC,2020-02-13,2020-02-13T09:00:00,11793000.0,12044000.0,11580000.0,11793000.0,1581638395350,108560211308.22157,9190.66395973,11793000.0,,0.0
KRW-BTC,2020-02-14,2020-02-14T09:00:00,11793000.0,11899000.0,11717000.0,11845000.0,1581724798962,52247414483.7466,4420.81384236,11793000.0,52000.0,0.0044093954
KRW-BTC,2020-02-15,2020-02-15T09:00:00,11857000.0,11889000.0,11400000.0,11503000.0,1581811198214,56761104058.12535,4844.00618252,11845000.0,-342000.0,-0.0288729422
KRW-BTC,2020-02-16,2020-02-16T09:00:00,11513000.0,11766000.0,11320000.0,11659000.0,1581897599377,61959756344.30487,5377.24392055,11503000.0,156000.0,0.0135616796
KRW-BTC,2020-02-17,2020-02-17T09:00:00,11659000.0,11691000.0,11136000.0,11438000.0,1581983999287,67010421516.05557,5888.97179664,11659000.0,-221000.0,-0.0189553135
KRW-BTC,2020-02-18,2020-02-18T09:00:00,11438000.0,11900000.0,11308000.0,11838000.0,1582070399303,62996029296.63419,5450.8758839,11438000.0,400000.0,0.0349711488
KRW-BTC,2020-02-19,2020-02-19T09:00:00,11837000.0,11973000.0,11350000.0,11415000.0,1582156787770,67070310930.24622,5713.59402305,11838000.0,-423000.0,-0.0357323872
KRW-BTC,2020-02-20,2020-02-20T09:00:00,11419000.0,11580000.0,11350000.0,11520000.0,1582243197876,72234337182.59335,6303.71044042,11415000.0,105000.0,0.0091984231
KRW-BTC,2020-02-21,2020-02-21T09:00:00,11532000.0,11620000.0,11454000.0,11498000.0,1582329593954,49077437552.63174,4249.29863364,11520000.0,-22000.0,-0.0019097222
KRW-BTC,2020-02-22,2020-02-22T09:00:00,11498000.0,11529000.0,11395000.0,11496000.0,1582415999569,21067376074.52816,1836.08707185,11498000.0,-2000.0,-0.0001739433
KRW-BTC,2020-02-23,2020-02-23T09:00:00,11495000.0,11831000.0,11482000.0,11753000.0,1582502400102,38424742191.869,3288.45979643,11496000.0,257000.0,0.0223556019
KRW-BTC,2020-02-24,2020-02-24T09:00:00,11753000.0,11840000.0,11555000.0,11633000.0,1582588794039,36343856049.82913,3115.02855796,11753000.0,-120000.0,-0.0102101591
KRW-BTC,2020-02-25,2020-02-25T09:00:00,11635000.0,11639000.0,11280000.0,11330000.0,1582675199425,44619424372.32915,3895.25756826,11633000.0,-303000.0,-0.0260465916
KRW-BTC,2020-02-26,2020-02-26T09:00:00,11330000.0,11408000.0,10628000.0,10741000.0,1582761597275,82455216388.6713,7477.71264507,11330000.0,-589000.0,-0.0519858782
KRW-BTC,2020-02-27,2020-02-27T09:00:00,10742000.0,10888000.0,10313000.0,10699000.0,1582847997555,68530906781.28176,6437.73425905,10741000.0,-42000.0,-0.0039102504
KRW-BTC,2020-02-28,2020-02-28T09:00:00,10696000.0,10840000.0,10306000.0,10575000.0,1582934393990,54606619565.01113,5181.61535688,10699000.0,-124000.0,-0.0115898682
KRW-BTC,2020-02-29,2020-02-29T09:00:00,10575000.0,10631000.0,10371000.0,10374000.0,1583020800101,22523893822.66752,2145.36310753,10575000.0,-201000.0,-0.0190070922
KRW-BTC,2020-03-01,2020-03-01T09:00:00,10380000.0,10559000.0,10287000.0,10374000.0,1583107200097,34073229456.85715,3275.71519136,10374000.0,,0.0
KRW-BTC,2020-03-02,2020-03-02T09:00:00,10358000.0,10749000.0,10326000.0,10675000.0,1583193600020,31672027841.03262,3010.56353784,10374000.0,301000.0,0.0290148448
KRW-BTC,2020-03-03,2020-03-03T09:00:00,10675000.0,10689000.0,10405000.0,10502000.0,1583279999881,30119548760.45767,2858.43820794,10675000.0,-173000.0,-0.016206089
KRW-BTC,2020-03-04,2020-03-04T09:00:00,10502000.0,10588000.0,10420000.0,10503000.0,1583366396531,23622827783.23433,2250.68759875,10502000.0,1000.0,9.522e-05
KRW-BTC,2020-03-05,2020-03-05T09:00:00,10504000.0,10869000.0,10494000.0,10791000.0,1583452799537,38380097237.09234,3582.13634673,10503000.0,288000.0,0.0274207369
KRW-BTC,2020-03-06,2020-03-06T09:00:00,10791000.0,10890000.0,10720000.0,10840000.0,1583539182998,25470551278.05139,2353.86089792,10791000.0,49000.0,0.0045408211
KRW-BTC,2020-03-07,2020-03-07T09:00:00,10852000.0,10980000.0,10648000.0,10678000.0,1583625596264,25243997328.05842,2335.98366227,10840000.0,-162000.0,-0.0149446494
KRW-BTC,2020-03-08,2020-03-08T09:00:00,10678000.0,10699000.0,9820000.0,9876000.0,1583711999532,51846074009.69201,5043.98089229,10678000.0,-802000.0,-0.0751076981
KRW-BTC,2020-03-09,2020-03-09T09:00:00,9883000.0,10064000.0,9356000.0,9726000.0,1583798399949,74351398658.28822,7692.57580749,9876000.0,-150000.0,-0.0151883354
KRW-BTC,2020-03-10,2020-03-10T09:00:00,9726000.0,9849000.0,9413000.0,9574000.0,1583884800051,42778061109.16792,4439.33233281,9726000.0,-152000.0,-0.015628213
KRW-BTC,2020-03-11,2020-03-11T09:00:00,9574000.0,9637000.0,9163000.0,9510000.0,1583971200076,38718191633.9791,4110.01716377,9574000.0,-64000.0,-0.0066847713
KRW-BTC,2020-03-12,2020-03-12T09:00:00,9507000.0,9537000.0,5980000.0,6363000.0,1584057600154,235086071483.29202,29866.02509793,9510000.0,-3147000.0,-0.3309148265
KRW-BTC,2020-03-13,2020-03-13T09:00:00,6362000.0,7470000.0,5489000.0,7267000.0,1584143999212,338082041287.79266,50282.2630063,6363000.0,904000.0,0.14207135
KRW-BTC,2020-03-14,2020-03-14T09:00:00,7261000.0,7284000.0,6600000.0,6823000.0,1584230400065,89133217358.10507,12799.58220451,7267000.0,-444000.0,-0.0610981148
KRW-BTC,2020-03-15,2020-03-15T09:00:00,6823000.0,7298000.0,6660000.0,6909000.0,1584316799892,74519102976.46239,10779.97008444,6823000.0,86000.0,0.0126044262
KRW-BTC,2020-03-16,2020-03-16T09:00:00,6905000.0,6914000.0,6000000.0,6385000.0,1584403199981,123963673882.0257,19383.80784892,6909000.0,-524000.0,-0.0758431032
KRW-BTC,2020-03-17,2020-03-17T09:00:00,6385000.0,6885000.0,6280000.0,6774000.0,1584489599428,99557225303.8215,14938.32946615,6385000.0,389000.0,0.0609240407
KRW-BTC,2020-03-18,2020-03-18T09:00:00,6774000.0,6895000.0,6371000.0,6745000.0,1584575991601,90178224521.26544,13630.45744463,6774000.0,-29000.0,-0.0042810747
KRW-BTC,2020-03-19,2020-03-19T09:00:00,6747000.0,8111000.0,6613000.0,7679000.0,1584662399647,163162496920.4249,22522.27502999,6745000.0,934000.0,0.1384729429
KRW-BTC,2020-03-20,2020-03-20T09:00:00,7675000.0,8645000.0,7384000.0,7781000.0,1584748799703,193507467825.9072,24142.35878974,7679000.0,102000.0,0.0132829796
KRW-BTC,2020-03-21,2020-03-21T09:00:00,7788000.0,8093000.0,7415000.0,7740000.0,1584835199060,90568223997.41066,11663.73945474,7781000.0,-41000.0,-0.0052692456
KRW-BTC,2020-03-22,2020-03-22T09:00:00,7740000.0,7970000.0,7335000.0,7366000.0,1584921596897,67529265090.97894,8795.77503858,7740000.0,-374000.0,-0.0483204134
KRW-BTC,2020-03-23,2020-03-23T09:00:00,7379000.0,8189000.0,7219000.0,8047000.0,1585008000071,130578086382.88248,16867.52953401,7366000.0,681000.0,0.0924518056
KRW-BTC,2020-03-24,2020-03-24T09:00:00,8047000.0,8412000.0,7892000.0,8367000.0,1585094390394,124421564467.6691,15158.03958932,8047000.0,320000.0,0.0397663726
KRW-BTC,2020-03-25,2020-03-25T09:00:00,8362000.0,8538000.0,8080000.0,8271000.0,1585180799616,104387572650.63805,12629.11800824,8367000.0,-96000.0,-0.0114736465
KRW-BTC,2020-03-26,2020-03-26T09:00:00,8276000.0,8344000.0,8091000.0,8272000.0,1585267195964,50572458751.8524,6160.81327022,8271000.0,1000.0,0.0001209044
KRW-BTC,2020-03-27,2020-03-27T09:00:00,8281000.0,8365000.0,7820000.0,7880000.0,1585353598482,55144155849.46984,6749.55305514,8272000.0,-392000.0,-0.0473887814
KRW-BTC,2020-03-28,2020-03-28T09:00:00,7883000.0,7885000.0,7403000.0,7656000.0,1585440000078,58835916140.38488,7702.10233717,7880000.0,-224000.0,-0.0284263959
KRW-BTC,2020-03-29,2020-03-29T09:00:00,7658000.0,7679000.0,7215000.0,7218000.0,1585526399372,33144434809.19465,4443.49787898,7656000.0,-438000.0,-0.0572100313
KRW-BTC,2020-03-30,2020-03-30T09:00:00,7218000.0,8014000.0,7199000.0,7798000.0,1585612799705,70373556933.76357,9173.56085136,7218000.0,580000.0,0.0803546689
KRW-BTC,2020-03-31,2020-03-31T09:00:00,7794000.0,7989000.0,7735000.0,7799000.0,1585699199936,52283714552.81296,6667.69225968,7798000.0,1000.0,0.000128238
KRW-BTC,2020-04-01,2020-04-01T09:00:00,7799000.0,8096000.0,7529000.0,8074000.0,1585785597269,52150557186.0416,6726.18023048,7799000.0,275000.0,0.0352609309
KRW-BTC,2020-04-02,2020-04-02T09:00:00,8065000.0,8505000.0,7989000.0,8174000.0,1585871997620,100090375777.17305,12240.95376526,8074000.0,100000.0,0.0123854347
KRW-BTC,2020-04-03,2020-04-03T09:00:00,8160000.0,8434000.0,8041000.0,8156000.0,1585958394533,64473002955.66061,7822.87703206,8174000.0,-18000.0,-0.0022021042
KRW-BTC,2020-04-04,2020-04-04T09:00:00,8149000.0,8333000.0,8100000.0,8249000.0,1586044784820,32433052095.35902,3955.73334087,8156000.0,93000.0,0.0114026484
KRW-BTC,2020-04-05,2020-04-05T09:00:00,8248000.0,8280000.0,8100000.0,8198000.0,1586131197225,23644907828.99628,2884.40931408,8249000.0,-51000.0,-0.0061825676
KRW-BTC,2020-04-06,2020-04-06T09:00:00,8198000.0,8800000.0,8183000.0,8786000.0,1586217597930,72706844879.92377,8571.0711143,8198000.0,588000.0,0.0717248109
KRW-BTC,2020-04-07,2020-04-07T09:00:00,8777000.0,8957000.0,8544000.0,8660000.0,1586304000046,74538410402.35628,8498.13271433,8786000.0,-126000.0,-0.014340997
KRW-BTC,2020-04-08,2020-04-08T09:00:00,8652000.0,8913000.0,8621000.0,8821000.0,1586390399315,43997731887.30369,5003.68118787,8660000.0,161000.0,0.018591224
KRW-BTC,2020-04-09,2020-04-09T09:00:00,8821000.0,8853000.0,8648000.0,8804000.0,1586476794684,36987971406.59018,4206.92418803,8821000.0,-17000.0,-0.0019272191
KRW-BTC,2020-04-10,2020-04-10T09:00:00,8803000.0,8825000.0,8241000.0,8414000.0,1586563195365,55351728618.89104,6529.56215242,8804000.0,-390000.0,-0.0442980463
KRW-BTC,2020-04-11,2020-04-11T09:00:00,8413000.0,8535000.0,8318000.0,8463000.0,1586649598279,22368574096.73553,2654.49523735,8414000.0,49000.0,0.0058236273
KRW-BTC,2020-04-12,2020-04-12T09:00:00,8463000.0,8752000.0,8341000.0,8470000.0,1586735995946,35752626298.30619,4191.06001998,8463000.0,7000.0,0.0008271299
KRW-BTC,2020-04-13,2020-04-13T09:00:00,8464000.0,8472000.0,8162000.0,8379000.0,1586822399667,44627031065.6945,5377.6360057,8470000.0,-91000.0,-0.0107438017
KRW-BTC,2020-04-14,2020-04-14T09:00:00,8379000.0,8456000.0,8272000.0,8378000.0,1586908796981,30379576002.29706,3625.16088474,8379000.0,-1000.0,-0.000119346
KRW-BTC,2020-04-15,2020-04-15T09:00:00,8375000.0,8415000.0,8089000.0,8108000.0,1586995193883,25649898511.09893,3098.61249041,8378000.0,-270000.0,-0.0322272619
KRW-BTC,2020-04-16,2020-04-16T09:00:00,8107000.0,8621000.0,7929000.0,8562000.0,1587081594886,67629188061.75458,8091.89938013,8108000.0,454000.0,0.0559940799
KRW-BTC,2020-04-17,2020-04-17T09:00:00,8557000.0,8611000.0,8480000.0,8519000.0,1587167997646,33310417689.91315,3897.44973793,8562000.0,-43000.0,-0.0050221911
KRW-BTC,2020-04-18,2020-04-18T09:00:00,8519000.0,8752000.0,8510000.0,8712000.0,1587254363300,28862336552.48961,3336.68352877,8519000.0,193000.0,0.0226552412
KRW-BTC,2020-04-19,2020-04-19T09:00:00,8712000.0,8734000.0,8546000.0,8660000.0,1587340795956,24012550572.2958,2777.53215337,8712000.0,-52000.0,-0.0059687787
KRW-BTC,2020-04-20,2020-04-20T09:00:00,8660000.0,8720000.0,8366000.0,8387000.0,1587427199039,38092530426.45303,4451.04386799,8660000.0,-273000.0,-0.0315242494
KRW-BTC,2020-04-21,2020-04-21T09:00:00,8387000.0,8498000.0,8300000.0,8407000.0,1587513590815,28791068485.2382,3426.08047539,8387000.0,20000.0,0.0023846429
KRW-BTC,2020-04-22,2020-04-22T09:00:00,8407000.0,8675000.0,8384000.0,8636000.0,1587599995404,27659407696.30417,3244.89172282,8407000.0,229000.0,0.0272392054
KRW-BTC,2020-04-23,2020-04-23T09:00:00,8640000.0,9167000.0,8567000.0,9057000.0,1587686399564,65954842381.01504,7418.27381504,8636000.0,421000.0,0.048749421
KRW-BTC,2020-04-24,2020-04-24T09:00:00,9052000.0,9231000.0,8985000.0,9100000.0,1587772790861,47706101913.20312,5226.5308807,9057000.0,43000.0,0.004747709
KRW-BTC,2020-04-25,2020-04-25T09:00:00,9100000.0,9280000.0,9060000.0,9164000.0,1587859186331,28532180064.85698,3113.15926538,9100000.0,64000.0,0.007032967
KRW-BTC,2020-04-26,2020-04-26T09:00:00,9155000.0,9377000.0,9149000.0,9376000.0,1587945602506,34981047552.61548,3784.44629212,9164000.0,212000.0,0.0231340026
KRW-BTC,2020-04-27,2020-04-27T09:00:00,9376000.0,9495000.0,9313000.0,9490000.0,1588031995213,43330227689.96457,4609.29072228,9376000.0,114000.0,0.0121587031
KRW-BTC,2020-04-28,2020-04-28T09:00:00,9490000.0,9497000.0,9339000.0,9410000.0,1588118399738,34671169783.04715,3693.3169669,9490000.0,-80000.0,-0.0084299262
KRW-BTC,2020-04-29,2020-04-29T09:00:00,9410000.0,10681000.0,9376000.0,10530000.0,1588204799403,110444379579.33873,11013.08164828,9410000.0,1120000.0,0.1190223167
KRW-BTC,2020-04-30,2020-04-30T09:00:00,10530000.0,11435000.0,10279000.0,10477000.0,1588291200393,195179858446.4715,18049.43050523,10530000.0,-53000.0,-0.0050332384
KRW-BTC,2020-05-01,2020-05-01T09:00:00,10477000.0,11049000.0,10458000.0,10773000.0,1588377595579,78473555696.99442,7311.8450116,10477000.0,296000.0,0.0282523623
KRW-BTC,2020-05-02,2020-05-02T09:00:00,10773000.0,10938000.0,10640000.0,10882000.0,1588463998522,45342652581.14126,4199.29888037,10773000.0,109000.0,0.0101178873
KRW-BTC,2020-05-03,2020-05-03T09:00:00,10881000.0,11125000.0,10696000.0,10887000.0,1588550398482,59616651319.59256,5450.49595586,10882000.0,5000.0,0.0004594744
